Class,Value,Description
12,Monkey Me, Monkey Me is the ninth studio album by French singer-songwriter Myl??ne Farmer and her 18th album overall. Preceded by the lead single ?? l'ombre which peaked at number-one in France the album was released on 3 December 2012. Despite mixed reviews from critics it entered the French album chart at number one on 15 December 2012 selling 147530 units in its first week which was a record.
12,The Other Side of Benny Golson, The Other Side of Benny Golson is the third album by saxophonist Benny Golson featuring performances recorded in late 1958 and originally released on the Riverside label.
12,The Unnatural World, The Unnatural World is second studio album by the American shoegazing band Have a Nice Life. It was released on February 4 2014 via The Flenser and the band's own record label Enemies List Home Recordings. It is a follow up to 2008's Deathconsciousness and 2010's Time of Land EP.The tracks Defenestration Song and Burial Society premiered on December 2013 and January 2014 respectively. The full album was streamed by Pitchfork Media from January 20 2014 to January 27 2014.
12,Definition (EP), Definition is an EP released by Jersey for Fueled by Ramen on May 8 2001.
12,Final Bell / Ghost in the Ruins, Final Bell/Ghost in the Ruins is a live album by Savatage in tribute to the memory of the early departed Criss Oliva.
12,In the Beginning (Circa 1960), In the Beginning (Circa 1960) is the first consolidated American packaging of the 1962 German album by Tony Sheridan and The Beatles (credited as The Beat Brothers) called My Bonnie. In the Beginning (Circa 1960) was released by Polydor Records in 1970 (catalogue number 24-4504.) It was recorded in Hamburg in 1961. This album was originally released as The Beatles' First in Germany in 1964 and in the United Kingdom in 1967.
12,Evolve (EP), Evolve is the second EP by American deathcore band Chelsea Grin released on June 19 2012 through Artery Recordings. It is the first release by the band with guitarist Jason Richardson taking up lead guitar since his departure from Born of Osiris and the last release to feature Andrew Carlston on drums. Evolve was mixed by Jason Suecof and was engineered by famed metal producer and D?ù?ùth guitarist Eyal Levi.
12,Vila (album), Vila (trans. Fairy) is the third studio album by Bosniak recording artist Emina Jahovié? which was released on 21 May 2009 by PGP RTS. Because Jahovié? signed a contract with PGP RTS she was banned on RTV Pink a famous Serbian TV network that supports artists from City Records which released Emina's first two albums.
12,Simpatico (The Charlatans album), Simpatico is the ninth album by British band The Charlatans released on 17 April 2006 everywhere but the U.S. where it was released on 2 May 2006. The album incorporates hints of dub and reggae into the band's traditional sound and debuted at #10 on the UK album chart.The title 'Simpatico' means Pleasing likeable; congenial understanding; sensitive sympathetic according to the Oxford English Dictionary [1].
12,Andiamo, Andiamo is the second album released by punk band Authority Zero. It was released on June 30 2004 on Lava Records and includes the single Revolution (which is also included on the compilation album Rock Against Bush Vol. 1) and a cover of the Wall of Voodoo song Mexican Radio with small lyrical changes included to include the song as the band's statement against the 2003 invasion of Iraq.
12,Whispermoon, Whispermoon is the first full-length studio album by Listener. It was released on July 29 2003 on Mush Records.
12,Jesus n?úo Tem Dentes no Pa??s dos Banguelas, Jesus n?úo Tem Dentes no Pa??s dos Banguelas (Portuguese for Jesus Has no Teeth in the Land of the Toothless) is the fourth studio album by Brazilian rock band Tit?ús. It was released in 1987. Mixing punk rock with samplers it debuted in the 1988 Hollywood Rock. The song Comida voted by the Brazilian edition of Rolling Stone as the 68th greatest Brazilian song.
12,Athens Concert, Athens Concert is a live album by jazz saxophonist Charles Lloyd and the greek singer Maria Farantouri. Recorded in 2010 by the Charles Lloyd Quartet with Maria Farantouri and released on the ECM label.
12,Rest Proof Clockwork, Rest Proof Clockwork is Plaid's second album released after leaving Black Dog Productions. The track 3 Recurring contains spectrographically inserted images of the number 3 as on the logo of the cover of their album Not for Threes. Aphex Twin and Venetian Snares have released tracks with similarly hidden images.
12,I Liked It Better When You Had No Heart, I Liked It Better When You Had No Heart is the fifth full-length studio album by Butch Walker released under the name Butch Walker and the Black Widows. On January 5 2010 Walker released Trash Day as the first single backed with the track She Likes Hair Bands. The complete track list was made available on Butch's website in February 2010. The vinyl release was February 2 2010 with the CD/digital release following on February 23 2010.
12,Amaranth (album), Amaranth is the first studio album of the Korean pop-ballad duo Davichi released on January 28 2008. Actress Lee Mi-yeon and former labelmate Lee Hyori starred in the music video for their debut single I Love You Even Though I Hate You. Many composers contributed to the album including Cho Young Soo Ahn Min Young and Park Geun Tae.
12,Caitlin & Will É?? EP, Caitlin & Will É?? EP is the only release from Can You Duet winners Caitlin & Will. The EP was released on March 31 2009 on Columbia Records' Nashville division. It features six songs including their only single Address in the Stars which reached a peak of number 42 on the U.S. Billboard Hot Country Songs chart.Your Tears Are Comin' was previously recorded by Montgomery Gentry on their 2006 album Some People Change.
12,Rogha: The Best of Clannad, Rogha: The Best of Clannad is the fourth greatest hits album released by Irish group Clannad. The word rogha is the Irish word for choice; it's pronounced row-ah (row as in an argument).
12,At Vine St. Live, At Vine St. Live is a 1991 live album by Anita O'Day.
12,Dos EPs, Dos EPs is a compilation album by rock trio Nebula. It contains the Nebula songs from the Nebula/Lowrider EP Sun Creature EP and 3 new songs.
12,How Insensitive (album), How Insensitive is the fourteenth album by American pianist and arranger Duke Pearson featuring performances by Pearson's band augmented by a choir recorded over three sessions in 1969 and released on the Blue Note label.
12,Misty Roses, Misty Roses was an LP album featuring The Sandpipers released by A&M Records in 1967. It peaked at number 35 on The Billboard 200.The album reached #135 on the Billboard chart and the first track Cuando Sal?? de Cuba made #3 on the Billboard Adult Contemporary chart.
12,Greasy Love Songs, Greasy Love Songs is a compilation album by Frank Zappa released in 2010. The album consists of the original vinyl mix of Cruising with Ruben & the Jets with bonus material including previously unreleased tracks from the original sessions the single version of Jelly Roll Gum Drop and audio documentary material. The album is designated as a Project/Object Audio Documentary following MOFO and Lumpy Money.
12,Superjudge, Superjudge is the second full length album by Monster Magnet released on April 6 1993 (see 1993 in music).
12,Mass Grave Aesthetics, Mass Grave Aesthetics is a 19-minute EP containing a single song recorded by the French black metal band Deathspell Omega. Mass Grave Aesthetics was released through Norma Evangelium Diaboli on 8 December 2008.
12,Dust (Dust album), Dust is the debut album by Dust released by Kama Sutra Records in 1971.
12,Nueva Ilussion, Nueva Ilussion (Eng.: New Illusion) is the first studio album released by Mexican band Majestad de la Sierra. The album was supposed to be released in late December but was pushed back to March 10 2009.
12,Cootie Williams and His Orchestra 1941É??1944, Cootie Williams and His Orchestra 1941É??1944 is a compilation album of recordings from 1941 1942 and 1944 that jazz trumpeter Cootie Williams made with his orchestra and in smaller groups released on Classics in 1995. The 1942É??44 musicians' strike explains the lack of sessions from 1943.
12,On the Eve of Destruction: 1991É??1995, On the Eve of Destruction: 1991É??1995 is a compilation album by the Detroit Michigan punk rock band The Suicide Machines released in 2005 by Noise Riot Records. It collects nearly all the tracks from the band's early releases including The Essential Kevorkian and Green World demos the Vans Song single and other demos and rare tracks. Several of the songs were re-recorded for the band's debut album Destruction by Definition in 1996 but appear here in early rawer forms.
